player_id,name,primary_position,birth_date,college,first_season,last_season,seasons_played,teams
brian-dowling,Brian Dowling,QB,1947-04-01,,1972,1977,3,GB;NE
brian-dudley,Brian Dudley,CB,1960-08-30,,1987,1987,1,CLE
brian-duncan,Brian Duncan,RB,1952-03-31,,1976,1978,3,CLE;TEN
brian-e-clark,Brian E. Clark,LG,1960-09-22,,1982,1982,1,DEN
00-0004752,Brian Edwards,RB,1976-06-06,,1999,2001,3,CHI;MIA
00-0005231,Brian Finneran,WR,1976-01-31,,2000,2010,9,ATL
brian-flones,Brian Flones,LB,1959-09-01,,1981,1982,2,SEA
00-0029168,Brian Folkerts,C,1990-01-30,Washburn,2013,2015,3,CAR;STL
00-0005431,Brian Forde,LB,1963-11-01,,1988,1992,5,ATL;NO
brian-franco,Brian Franco,K,1959-12-03,,1987,1987,1,CLE
brian-fryer,Brian Fryer,WR,1953-07-16,,1976,1976,1,WAS
brian-gant,Brian Gant,LB,1965-09-06,,1987,1987,1,TB
brian-glasgow,Brian Glasgow,TE,1961-06-09,,1987,1987,1,CHI
brian-goodman,Brian Goodman,LG,1949-12-07,,1973,1975,3,DEN;TEN
00-0006385,Brian Greenfield,P,1969-06-06,,1991,1991,1,CLE
00-0006423,Brian Griese,QB,1975-03-18,,1998,2008,11,CHI;DEN;MIA;TB
00-0006577,Brian Habib,LG,1964-12-02,,1989,1999,11,DEN;MIN;SEA
00-0006791,Brian Hansen,P,1960-10-26,Sioux Falls,1984,1997,13,CLE;NE;NO;NYJ
00-0027077,Brian Hartline,WR,1986-11-22,Ohio State,2009,2016,8,CLE;MIA
brian-herosian,Brian Herosian,CB,1950-09-14,,1973,1973,1,IND
00-0033567,Brian Hill,RB,1995-11-09,Wyoming,2017,2020,4,ATL;CIN
brian-holloway,Brian Holloway,LT,1959-07-25,,1981,1988,8,LV;NE
00-0022306,Brian Howard,DT,1981-09-09,,2004,2005,2,STL
00-0026625,Brian Hoyer,QB,1985-10-13,Michigan State,2009,2023,15,ARI;CHI;CLE;HOU;IND;LV;NE
brian-hutson,Brian Hutson,CB,1965-02-20,,1990,1990,1,NE
brian-ingram,Brian Ingram,LB,1959-10-31,,1982,1987,5,LAC;NE
00-0027313,Brian Jackson,S,1987-05-04,,2010,2011,2,NYG;STL
00-0019548,Brian Jennings,TE,1976-10-14,,2000,2004,5,SF
00-0036703,Brian Johnson,K,1999-03-05,Virginia Tech,2021,2021,1,WAS
brian-johnston,Brian Johnston,C,1962-11-26,,1986,1987,2,NYG
00-0026350,Brian Johnston,EDGE,1986-05-02,,2008,2008,1,KC
00-0008692,Brian Jones,LB,1968-01-22,,1991,1997,4,IND;NO
00-0022232,Brian Jones,TE,1981-08-23,,2004,2005,2,JAX
00-0008905,Brian Jordan,S,1967-03-29,,1989,1991,3,ATL
brian-jozwiak,Brian Jozwiak,LT,1963-06-20,,1986,1988,3,KC
brian-kelley,Brian Kelley,LB,1951-09-01,,1973,1983,11,NYG
00-0009106,Brian Kelly,CB,1976-01-14,,1998,2007,10,TB
00-0009237,Brian Kinchen,TE,1965-08-06,,1988,2003,14,BAL;CAR;CLE;MIA;NE
00-0009443,Brian Kozlowski,TE,1970-10-04,,1994,2007,14,ATL;NYG;WAS
00-0025439,Brian Leonard,RB,1984-02-03,,2007,2013,7,CIN;STL;TB
00-0029755,Brian Leonhardt,TE,1990-04-02,,2014,2015,2,LV;SF
00-0036092,Brian Lewerke,QB,1996-10-24,Michigan State,2021,2021,1,NYG
00-0010345,Brian Manning,WR,1975-04-22,,1997,1998,2,GB;MIA
brian-mcclure,Brian McClure,QB,1963-12-28,,1987,1987,1,BUF
brian-mcconnell,Brian McConnell,LB,1950-01-21,,1973,1973,1,TEN
00-0031626,Brian Mihalik,LT,1992-08-21,Boston College,2016,2018,3,DET;NYG;PIT
00-0011341,Brian Milne,RB,1973-01-07,,1996,2000,5,CIN;NO;SEA
00-0011399,Brian Mitchell,RB,1968-08-18,,1990,2003,14,NYG;PHI;WAS
00-0011400,Brian Mitchell,CB,1968-12-13,,1991,1993,3,ATL
00-0011626,Brian Moorman,P,1976-02-05,,2001,2013,13,BUF;DAL
00-0012064,Brian Newnam,LG,1974-02-11,,1997,1997,1,TB
00-0012136,Brian Noble,LB,1962-09-06,Arizona State; Fullerton,1985,1993,9,GB
00-0012271,Brian O'Neal,RB,1970-02-25,,1994,1995,2,PHI;SF
00-0034158,Brian O'Neill,LT,1995-09-15,Pittsburgh,2018,2024,7,MIN
00-0026989,Brian Orakpo,LB,1986-07-31,Texas,2016,2018,3,TEN
00-0032089,Brian Parker,TE,1992-05-30,"Albany, N.Y.",2015,2019,3,DEN;KC;NO
brian-peets,Brian Peets,TE,1956-07-15,,1978,1981,3,SEA;SF
00-0031491,Brian Peters,LB,1988-10-31,Northwestern (Ia),2015,2018,4,HOU
brian-piccolo,Brian Piccolo,RB,1943-10-31,,1966,1969,4,CHI
brian-pillman,Brian Pillman,LB,1962-05-22,,1984,1984,1,CIN
00-0032596,Brian Poole,CB,1992-10-20,Florida,2016,2020,5,ATL;NYJ
00-0027650,Brian Price,DT,1989-04-10,,2010,2011,2,TB
00-0032649,Brian Price,DT,1994-06-24,Texas-San Antonio,2017,2021,4,CLE;DAL;DET;GB
00-0029640,Brian Quick,WR,1989-06-05,Appalachian State,2012,2017,6,STL;WAS
00-0032683,Brian Randolph,CB,1992-10-20,,2016,2016,1,STL
brian-ransom,Brian Ransom,QB,1960-07-09,,1983,1985,3,TEN
00-0013433,Brian Ratigan,LB,1970-12-27,,1993,1994,2,IND
00-0022831,Brian Rimpf,LT,1981-02-11,,2004,2005,2,BAL
00-0013803,Brian Roberson,WR,1974-01-08,,1997,1997,1,NYG
00-0037746,Brian Robinson,RB,1999-03-22,Alabama,2022,2024,3,WAS
00-0027012,Brian Robiskie,WR,1987-12-03,,2009,2012,4,CLE;DET;JAX
00-0025489,Brian Robison,EDGE,1983-04-27,Texas,2007,2017,11,MIN
00-0013919,Brian Roche,TE,1973-05-05,,1996,1998,3,KC;LAC
brian-salonen,Brian Salonen,TE,1961-07-29,,1984,1985,2,DAL
00-0027628,Brian Sanford,EDGE,1987-09-12,,2010,2013,4,CLE
brian-saranovitz,Brian Saranovitz,LT,1963-02-18,,1987,1987,1,NE
00-0014373,Brian Satterfield,RB,1969-12-22,,1995,1995,1,GB
00-0014405,Brian Saxton,TE,1972-03-13,,1996,1997,2,ATL;NYG
00-0026084,Brian Schaefering,DT,1983-08-20,,2009,2012,4,CLE;DAL
brian-schweda,Brian Schweda,EDGE,1943-04-30,,1966,1968,3,CHI;NO
00-0030486,Brian Schwenke,C,1991-03-22,California,2013,2018,6,NE;TEN
00-0014891,Brian Simmons,LB,1975-06-21,,1998,2001,4,CIN
brian-sipe,Brian Sipe,QB,1949-08-08,,1974,1983,10,CLE
brian-sisley,Brian Sisley,EDGE,1964-01-18,,1987,1987,1,NYG
brian-smith,Brian Smith,LB,1966-04-23,,1989,1990,2,STL
00-0015109,Brian Smith,LB,1978-02-25,,2000,2000,1,ATL
00-0028695,Brian Smith,LB,1989-01-08,,2011,2011,1,CLE
00-0015380,Brian Sochia,DT,1961-07-02,Northwestern Oklahoma State University,1983,1992,10,DEN;MIA;TEN
00-0022101,Brian St. Pierre,QB,1979-11-28,,2003,2010,8,ARI;BAL;CAR;PIT
00-0015507,Brian Stablein,WR,1970-04-14,,1994,2000,7,DET;IND
brian-stenger,Brian Stenger,LB,1947-01-16,,1969,1973,5,NE;PIT
00-0016083,Brian Taylor,RB,1967-10-01,,1989,1993,3,BUF;CHI;SF
00-0039893,Brian Thomas Jr.,WR,2002-10-08,Louisiana State,2024,2024,1,JAX
00-0016444,Brian Thure,LT,1973-09-03,,1995,1996,2,WAS
00-0016576,Brian Townsend,LB,1968-11-07,,1992,1992,1,CIN
00-0016604,Brian Treggs,WR,1970-06-11,,1992,1992,1,SEA
00-0028984,Brian Tyms,WR,1989-02-21,Florida A&M,2013,2014,2,CLE;NE
00-0019456,Brian Urlacher,LB,1978-05-25,,2000,2001,2,CHI
brian-vertefeuille,Brian Vertefeuille,LT,1951-04-04,,1974,1974,1,LAC
00-0017013,Brian Walker,S,1972-05-31,,1996,2001,6,MIA;SEA;WAS
00-0017234,Brian Washington,S,1965-09-10,,1988,1996,8,CLE;KC;NYJ
00-0018584,Brian Waters,LG,1977-02-18,,2000,2013,13,DAL;KC;NE
00-0021216,Brian Westbrook,RB,1979-09-02,,2002,2010,9,PHI;SF
00-0017643,Brian Wiggins,WR,1968-06-14,,1995,1996,2,CAR
brian-williams,Brian Williams,TE,1957-10-14,USC,1982,1996,2,GB;NE
00-0017735,Brian Williams,C,1966-06-08,,1989,1999,11,NYG
00-0017737,Brian Williams,LB,1972-12-17,,1995,2001,6,DET;GB
00-0021229,Brian Williams,CB,1979-07-02,,2002,2010,9,ATL;JAX;MIN
00-0030066,Brian Winters,LG,1991-07-10,Kent State,2013,2020,8,BUF;NYJ
00-0026444,Brian Witherspoon,CB,1985-06-05,,2009,2010,2,DET;NYG
00-0019674,Brian Young,DT,1977-07-08,,2000,2008,9,NO;STL
00-0030516,Brice Butler,WR,1990-01-29,San Diego State,2013,2018,6,DAL;LV;MIA
00-0007941,Brice Hunter,WR,1974-04-21,,1998,1998,1,TB
00-0026935,Brice McCain,CB,1986-12-10,Utah,2009,2017,9,HOU;MIA;PIT;TEN
00-0032517,Briean Boddy-Calhoun,CB,1993-01-21,Minnesota,2016,2019,4,CLE;IND
brig-owens,Brig Owens,S,1943-02-16,,1966,1977,12,WAS
00-0036696,Briley Moore,TE,1998-01-13,Kansas State,2021,2021,1,TEN
00-0033454,Brisly Estime,WR,,Syracuse,2017,2017,1,NYJ
brison-manor,Brison Manor,EDGE,1952-08-10,,1977,1984,8,DEN
00-0026712,Brit Miller,RB,1986-09-15,,2009,2011,3,SF;STL
00-0037132,Britain Covey,WR,1997-03-18,Utah,2022,2024,3,PHI
00-0039603,British Brooks,RB,1999-11-18,North Carolina,2024,2024,1,HOU
00-0026650,Britt Davis,WR,1986-04-23,,2010,2010,1,DEN
00-0006603,Britt Hager,LB,1966-02-20,,1989,1997,9,DEN;PHI;STL
00-0037329,Brittain Brown,RB,1997-10-10,UCLA,2022,2023,2,LV
00-0029336,Brittan Golden,WR,1988-07-20,West Texas A&M,2013,2017,5,ARI
00-0026516,Britton Colquitt,P,1985-03-20,Tennessee,2009,2020,12,CLE;DEN;MIN
00-0023158,Brock Berlin,QB,1981-07-04,,2007,2008,2,STL
00-0026607,Brock Bolen,RB,1985-03-24,,2009,2011,3,JAX
00-0039338,Brock Bowers,TE,2002-12-13,Georgia,2024,2024,1,LV
00-0030770,Brock Coyle,LB,1990-10-12,Montana,2016,2018,3,SEA;SF
00-0021938,Brock Forsey,RB,1980-02-11,,2003,2004,2,CHI;MIA
00-0006562,Brock Gutierrez,C,1973-09-25,,1996,2005,10,CIN;DET;SF
00-0032085,Brock Hekking,LB,1991-10-06,,2016,2016,1,LAC
00-0037336,Brock Hoffman,C,1999-07-02,Virginia Tech,2022,2024,3,DAL
00-0007834,Brock Huard,QB,1976-04-15,,1999,2003,5,IND;SEA
00-0010381,Brock Marion,S,1970-06-11,,1993,2001,9,DAL;MIA
00-0012370,Brock Olivo,RB,1976-06-24,,1999,2001,3,DET
00-0029682,Brock Osweiler,QB,1990-11-22,Arizona State,2012,2018,7,DEN;HOU;MIA
00-0037834,Brock Purdy,QB,1999-12-27,Iowa State,2022,2024,2,SF
brock-purdy,Brock Purdy,QB,,,2023,2023,1,SF
00-0020537,Brock Williams,CB,1979-08-11,,2001,2004,3,CHI;LV;NE
00-0036754,Brock Wright,TE,1998-11-27,Notre Dame,2021,2024,4,DET
00-0039109,Broderick Jones,LT,2001-05-16,Georgia,2023,2024,2,PIT
broderick-sargent,Broderick Sargent,RB,1962-09-16,,1986,1989,3,ARI;DAL
00-0016226,Broderick Thomas,LB,1967-02-20,,1989,1998,10,DAL;DET;MIN;TB
00-0016361,Broderick Thompson,LT,1960-08-14,Kansas; Cerritos College,1985,1996,11,DAL;DEN;LAC;PHI
00-0036081,Broderick Washington,DT,1996-12-04,Texas Tech,2020,2024,5,BAL
00-0024300,Brodie Croyle,QB,1983-02-06,,2006,2010,5,KC
00-0038939,Brodric Martin,DT,1999-05-24,Western Kentucky,2023,2024,2,DET
00-0024229,Brodrick Bunkley,DT,1983-11-23,,2006,2014,9,DEN;NO;PHI
00-0027761,Brody Eldridge,RB,1987-03-31,,2010,2011,2,IND
00-0019194,Brody Liddiard,TE,1977-06-12,,2000,2003,4,MIA;MIN
00-0032298,Bronson Hill,RB,1993-01-02,Eastern Michigan,2016,2017,2,ARI;JAX
00-0033117,Bronson Kaufusi,EDGE,1991-07-06,Brigham Young,2016,2020,4,BAL;GB;NYJ
00-0028575,Bront Bird,LB,1989-03-17,,2011,2012,2,LAC
00-0011240,Bronzell Miller,EDGE,1971-10-12,,1995,1995,1,JAX
00-0021648,Brooks Barnard,P,1979-11-04,,2003,2003,1,NE
00-0022026,Brooks Bollinger,QB,1979-11-15,,2003,2008,6,DAL;MIN;NYJ
00-0027980,Brooks Reed,EDGE,1987-02-28,Arizona,2016,2020,5,ARI;ATL;TEN
brooks-williams,Brooks Williams,TE,1954-12-07,,1978,1983,6,CHI;NE;NO
00-0011907,Browning Nagle,QB,1968-04-29,,1991,1996,6,ATL;IND;NYJ
00-0000137,Bruce Alexander,CB,1965-09-17,,1989,1993,5,DET;MIA
bruce-alford,Bruce Alford,K,1945-04-21,,1967,1969,3,BUF;WAS
bruce-anderson,Bruce Anderson,EDGE,1944-01-18,,1966,1970,5,NYG;STL;WAS
00-0000429,Bruce Armstrong,LT,1965-09-07,Louisville,1987,2000,14,NE
bruce-bannon,Bruce Bannon,LB,1951-03-11,,1973,1974,2,MIA
bruce-barnes,Bruce Barnes,P,1951-06-21,,1973,1974,2,NE
bruce-beekley,Bruce Beekley,LB,1956-12-15,,1980,1980,1,GB
bruce-bergey,Bruce Bergey,EDGE,1946-08-08,,1971,1971,1,TEN
bruce-bosley,Bruce Bosley,C,1933-11-05,,1965,1969,5,ATL;SF
00-0020612,Bruce Branch,S,1978-09-14,,2002,2002,1,WAS
00-0027707,Bruce Campbell,LG,1988-05-25,,2010,2012,3,CAR;LV
00-0027978,Bruce Carter,LB,1988-02-19,North Carolina,2011,2018,4,ATL;DAL;NYJ
bruce-clark,Bruce Clark,EDGE,1958-03-31,,1982,1989,8,KC;NO
00-0003252,Bruce Collie,LG,1962-06-27,University of Texas-Arlington,1985,1991,6,PHI;SF
bruce-collie,Bruce Collie,RG,1962-06-27,Texas-Arlington,1989,1989,1,SF
bruce-cortez,Bruce Cortez,CB,1945-10-29,,1967,1967,1,NO
bruce-coslet,Bruce Coslet,TE,1946-08-05,,1969,1976,8,CIN
bruce-davis,Bruce Davis,LT,1956-06-21,,1979,1989,11,CLE;LAC;LV;TEN
bruce-elia,Bruce Elia,LB,1953-01-10,,1975,1978,4,MIA;SF
00-0031326,Bruce Ellington,WR,1991-08-22,South Carolina,2014,2018,5,DET;HOU;SF
00-0030892,Bruce Gaston,DT,1991-11-29,Purdue,2014,2016,3,ARI;CHI;LAC
bruce-gossett,Bruce Gossett,K,1941-11-09,,1965,1974,10,SF;STL
00-0024408,Bruce Gradkowski,QB,1983-01-27,,2006,2014,9,CIN;CLE;LV;PIT;TB
00-0025917,Bruce Hall,RB,1985-03-18,,2008,2008,1,BUF
bruce-hansen,Bruce Hansen,RB,1961-09-18,,1987,1987,1,NE
bruce-hardy,Bruce Hardy,TE,1956-06-01,,1978,1989,12,MIA
bruce-harper,Bruce Harper,RB,1955-06-20,,1977,1984,8,NYJ
00-0034461,Bruce Hector,DT,1994-10-07,South Florida,2018,2024,4,NYJ;PHI
bruce-herron,Bruce Herron,LB,1954-04-14,,1978,1982,5,CHI
00-0007423,Bruce Hill,WR,1964-02-29,Arizona State,1987,1991,5,TB
00-0007643,Bruce Holmes,LB,1964-10-24,Minnesota,1987,1987,1,KC
bruce-huther,Bruce Huther,LB,1954-07-23,,1977,1983,7,CHI;CLE;DAL
00-0029193,Bruce Irvin,LB,1987-11-01,West Virginia,2012,2023,9,ATL;CAR;CHI;LV;MIA;SEA
bruce-jankowski,Bruce Jankowski,WR,1949-08-12,,1971,1972,2,KC
bruce-jarvis,Bruce Jarvis,C,1948-11-03,,1971,1974,4,BUF
00-0026824,Bruce Johnson,CB,1987-02-18,,2009,2010,2,NYG
00-0032837,Bruce Johnson,C,,,2016,2016,1,PHI
bruce-jones,Bruce Jones,CB,1962-12-26,,1987,1987,1,PIT
bruce-kimball,Bruce Kimball,LG,1956-08-19,,1982,1984,3,NYG;WAS
bruce-king,Bruce King,RB,1963-01-07,,1985,1987,3,BUF;KC
bruce-klosterman,Bruce Klosterman,LB,1963-04-17,,1987,1990,4,DEN;STL
00-0009442,Bruce Kozerski,LG,1962-04-02,Holy Cross,1984,1995,12,CIN
bruce-laird,Bruce Laird,S,1950-05-23,,1972,1983,12,IND;LAC
bruce-lemmerman,Bruce Lemmerman,QB,1945-10-04,,1968,1969,2,ATL
bruce-livingston,Bruce Livingston,CB,1963-08-07,,1987,1987,1,DAL
bruce-maher,Bruce Maher,CB,1937-07-25,,1965,1969,5,DET;NYG
bruce-mathison,Bruce Mathison,QB,1959-04-25,,1983,1987,5,BUF;LAC;SEA
00-0010550,Bruce Matthews,LG,1961-08-08,USC,1983,2001,19,TEN
bruce-maxwell,Bruce Maxwell,RB,1947-03-23,,1970,1970,1,DET
bruce-mccray,Bruce McCray,CB,1963-10-27,,1987,1987,1,CHI
00-0010876,Bruce McGonnigal,TE,1968-05-01,,1991,1991,1,CLE
bruce-mcintyre,Bruce McIntyre,RB,1965-05-19,,1987,1987,1,DEN
bruce-mclenna,Bruce McLenna,RB,1941-12-23,,1966,1966,1,DET
00-0011042,Bruce McNorton,CB,1959-02-28,Georgetown College (KY),1982,1991,10,DET;MIA
bruce-mesner,Bruce Mesner,DT,1964-03-21,,1987,1987,1,BUF
00-0028149,Bruce Miller,RB,1987-08-06,Central Florida,2011,2015,5,SF
00-0022125,Bruce Nelson,C,1979-05-12,,2003,2003,1,CAR
00-0012789,Bruce Perkins,RB,1967-08-14,,1990,1991,2,IND;TB
00-0022733,Bruce Perry,RB,1981-03-22,,2005,2005,1,PHI
00-0012952,Bruce Pickens,CB,1968-05-09,,1991,1995,4,ATL;KC;LV
00-0013039,Bruce Plummer,CB,1964-09-01,Mississippi State,1987,1991,5,DEN;IND;MIA;PHI;SF
bruce-radford,Bruce Radford,EDGE,1955-10-05,,1979,1981,3,ARI;DEN;TB
00-0013577,Bruce Reimers,LG,1960-09-28,Iowa State,1984,1993,10,CIN;TB
bruce-rhodes,Bruce Rhodes,S,1952-04-17,,1976,1978,2,DET;SF
bruce-scholtz,Bruce Scholtz,LB,1958-09-26,,1982,1989,8,NE;SEA
00-0015111,Bruce Smith,EDGE,1963-06-18,Virginia Tech,1985,2003,19,BUF;WAS
bruce-stephens,Bruce Stephens,WR,1956-10-31,,1978,1978,1,NYJ
bruce-taylor,Bruce Taylor,CB,1948-05-28,,1970,1977,8,SF
bruce-thornton,Bruce Thornton,EDGE,1958-02-14,,1979,1982,4,ARI;DAL
00-0022868,Bruce Thornton,CB,1980-01-31,,2004,2005,2,DAL;SF
bruce-threadgill,Bruce Threadgill,CB,1956-05-07,,1978,1978,1,SF
bruce-van-dyke,Bruce Van Dyke,LG,1944-08-06,,1966,1976,11,GB;PHI;PIT
00-0017016,Bruce Walker,DT,1972-07-18,,1994,1995,2,NE
bruce-walton,Bruce Walton,LG,1951-06-14,,1973,1975,3,DAL
00-0017676,Bruce Wilkerson,LT,1964-07-28,Tennessee,1987,1998,11,GB;JAX;LV
bruce-wilkerson,Bruce Wilkerson,LT,1964-07-28,Tennessee,1996,1996,1,GB
00-0000076,Bryan Addison,S,1970-04-13,,1995,1995,1,TEN
00-0021950,Bryan Anderson,LG,1980-03-30,,2003,2004,2,CHI
00-0029692,Bryan Anger,P,1988-10-06,California,2012,2024,13,DAL;HOU;JAX;TB
00-0000754,Bryan Barker,P,1964-06-28,,1990,2005,16,GB;JAX;KC;PHI;STL;WAS
00-0028536,Bryan Braman,EDGE,1987-05-04,West Texas A&M,2016,2017,2,PHI
00-0038995,Bryan Bresee,DT,2001-10-06,Clemson,2023,2024,2,NO
00-0027875,Bryan Bulaga,LT,1989-03-21,Iowa,2010,2021,11,GB;LAC
bryan-caldwell,Bryan Caldwell,EDGE,1960-05-06,,1984,1984,1,TEN
bryan-clark,Bryan Clark,QB,1960-07-27,,1982,1984,2,CIN;SF
00-0037193,Bryan Cook,S,1999-09-07,Cincinnati,2022,2024,3,KC
00-0003572,Bryan Cox,LB,1968-02-17,,1991,2001,11,CHI;MIA;NE;NYJ
00-0033408,Bryan Cox,EDGE,1994-06-25,Florida,2017,2021,4,BUF;CAR;CLE
00-0004265,Bryan Dickerson,RB,1972-03-22,,1995,1995,1,JAX
00-0036365,Bryan Edwards,WR,1998-11-13,South Carolina,2020,2021,2,LV
00-0021317,Bryan Fletcher,RB,1979-03-23,,2005,2007,3,IND
00-0019302,Bryan Gilmore,WR,1978-07-21,,2000,2007,8,ARI;MIA;SF
00-0028279,Bryan Hall,DT,1988-09-12,,2012,2012,1,BAL
bryan-hicks,Bryan Hicks,S,1957-01-24,,1980,1982,3,CIN
00-0007492,Bryan Hinkle,LB,1959-06-04,Oregon,1982,1993,12,PIT
00-0007702,Bryan Hooks,EDGE,1970-09-15,,1993,1994,2,ARI;NE
bryan-howard,Bryan Howard,S,1959-03-06,,1982,1982,1,MIN
00-0008370,Bryan Jennings,TE,1975-01-22,,1997,1997,1,LAC
00-0019172,Bryan Johnson,RB,1978-01-18,,2000,2005,6,CHI;WAS
00-0018615,Bryan LaBelle,LT,1976-04-12,,1999,1999,1,NO
00-0026015,Bryan Mattison,C,1984-05-15,,2010,2012,3,BAL;KC
00-0027421,Bryan McCann,CB,1987-09-29,,2010,2013,4,ARI;BAL;DAL;MIA
00-0011227,Bryan Millard,LG,1960-12-02,Texas,1984,1992,9,SEA
00-0036801,Bryan Mills,CB,1999-08-03,North Carolina Central,2021,2021,1,MIN
00-0035094,Bryan Mone,DT,1995-10-20,Michigan,2019,2023,5,SEA
00-0021427,Bryan Pittman,C,1977-01-20,,2003,2004,2,HOU
00-0013264,Bryan Proby,EDGE,1971-11-30,,1995,1996,2,KC
00-0013543,Bryan Reeves,WR,1970-07-10,,1994,1994,1,ARI
00-0013845,Bryan Robinson,EDGE,1974-06-22,,1997,2010,14,ARI;CHI;CIN;MIA;STL
00-0014519,Bryan Schwartz,LB,1971-12-05,,1995,1999,5,JAX
00-0026220,Bryan Smith,EDGE,1983-11-29,,2008,2009,2,JAX;PHI
00-0015723,Bryan Still,WR,1974-06-03,,1996,1998,3,LAC
00-0015755,Bryan Stoltenberg,C,1972-08-25,,1996,2000,5,CAR;LAC;NYG
00-0031174,Bryan Stork,C,1990-11-15,,2014,2015,2,NE
00-0021081,Bryan Thomas,EDGE,1979-06-07,,2002,2004,3,NYJ
00-0016981,Bryan Wagner,P,1962-03-28,California State-Northridge; California Lutheran University,1987,1995,8,CHI;CLE;GB;LAC;NE
00-0027595,Bryan Walters,WR,1987-11-04,,2011,2016,4,JAX;LAC;SEA
00-0031152,Bryan Witzmann,LT,1990-06-16,South Dakota State,2016,2018,3,CHI;KC
00-0028383,Bryant Browning,LG,1988-06-26,,2011,2011,1,CAR
00-0022156,Bryant Johnson,WR,1981-03-07,,2003,2011,9,ARI;DET;HOU;SF
bryant-jones,Bryant Jones,CB,1963-12-05,,1987,1987,1,IND
00-0037495,Bryant Koback,RB,1998-04-06,Toledo,2024,2024,1,SEA
00-0023497,Bryant McFadden,CB,1981-11-21,,2005,2011,7,ARI;PIT
00-0021383,Bryant McKinnie,LT,1979-09-23,,2002,2013,12,BAL;MIN
00-0022012,Bryant McNeal,EDGE,1979-07-13,,2003,2004,2,DEN;TB
00-0034901,Bryant Mitchell,WR,1992-08-16,"Northwestern State, La.",2019,2019,1,TB
00-0011445,Bryant Mix,EDGE,1972-07-28,,1996,1998,3,TB;TEN
bryant-salter,Bryant Salter,S,1950-01-22,,1971,1976,6,IND;LAC;WAS
00-0017467,Bryant Westbrook,CB,1974-12-19,,1997,2002,6,DET;GB
bryant-winn,Bryant Winn,LB,1961-11-07,,1987,1987,1,DEN
00-0018405,Bryant Young,DT,1972-01-27,,1994,2007,14,SF
00-0038610,Bryce Baringer,P,1999-04-26,Michigan State,2023,2024,2,NE
00-0029429,Bryce Brown,RB,1991-05-14,Kansas State,2012,2016,5,BUF;PHI;SEA
00-0031904,Bryce Callahan,CB,1991-10-23,Rice,2015,2022,8,CHI;DEN;LAC
00-0005243,Bryce Fisher,EDGE,1977-05-12,,2001,2007,7,BUF;SEA;STL
00-0038477,Bryce Ford-Wheaton,WR,2000-03-09,West Virginia,2023,2024,2,NYG
00-0032248,Bryce Hager,LB,1992-05-04,Baylor,2016,2020,5,NYJ;STL
00-0036241,Bryce Hall,CB,1997-11-05,Virginia,2020,2024,5,NYJ;TB
00-0028862,Bryce Harris,LT,1989-01-16,Fresno State,2012,2017,5,ATL;NO
00-0036151,Bryce Huff,EDGE,1998-04-17,Memphis,2020,2024,5,NYJ;PHI
00-0035256,Bryce Love,RB,1997-07-08,Stanford,2020,2020,1,WAS
00-0039650,Bryce Oliver,WR,2000-05-19,Youngstown State,2024,2024,1,TEN
00-0012679,Bryce Paup,LB,1968-02-29,,1990,2000,11,BUF;GB;JAX;MIN
00-0035939,Bryce Perkins,QB,1996-12-20,Virginia,2020,2022,3,STL
00-0031568,Bryce Petty,QB,1991-05-31,Baylor,2015,2017,3,NYJ
00-0032724,Bryce Treggs,WR,1994-04-30,California,2016,2016,1,PHI
00-0039150,Bryce Young,QB,2001-07-25,Alabama,2023,2024,2,CAR
00-0036424,Brycen Hopkins,TE,1997-03-27,Purdue,2020,2023,4,STL
00-0030020,Brynden Trawick,S,1989-10-23,Troy,2016,2019,4,BAL;LV;TEN
00-0032491,Bryson Albright,LB,1994-03-15,Miami (Ohio),2016,2017,2,ARI;BUF
00-0032836,Bryson Keeton,CB,1993-02-24,Montana State,2016,2017,2,NYJ
00-0039386,Bub Means,WR,2001-01-10,Pittsburgh,2024,2024,1,NO
bubba-bean,Bubba Bean,RB,1954-01-26,,1976,1979,3,ATL
00-0019644,Bubba Franks,TE,1978-01-06,,2000,2008,9,GB;NYJ
bubba-garcia,Bubba Garcia,WR,1957-10-18,,1980,1981,2,KC
bubba-green,Bubba Green,DT,1957-09-30,,1981,1981,1,IND
bubba-mccollum,Bubba McCollum,DT,1952-09-13,,1974,1974,1,TEN
00-0010819,Bubba McDowell,S,1966-11-04,,1989,1995,7,CAR;TEN
00-0011241,Bubba Miller,C,1973-01-24,,1996,2002,7,NO;PHI
00-0012542,Bubba Paris,LT,1960-10-06,Michigan,1983,1991,8,DET;SF
bubba-paris,Bubba Paris,LT,1960-01-06,Michigan,1989,1989,1,SF
bubba-pena,Bubba Pena,LG,1949-08-08,,1972,1972,1,CLE
bubba-smith,Bubba Smith,EDGE,1945-02-28,,1967,1976,9,IND;LV;TEN
bubba-thornton,Bubba Thornton,WR,1947-03-09,,1969,1969,1,BUF
00-0001785,Bubby Brister,QB,1962-08-15,Louisiana-Monroe; Tulane,1986,2000,14,DEN;MIN;NYJ;PHI;PIT
buck-buchanan,Buck Buchanan,DT,1940-09-10,,1965,1975,11,KC
00-0020105,Buck Gurley,DT,1978-04-07,,2002,2002,1,TB
00-0023788,Buck Ortega,TE,1981-11-22,,2008,2008,1,NO
00-0001829,Bucky Brooks,CB,1971-01-22,,1994,1998,5,BUF;GB;JAX;KC;LV
