player_id,name,primary_position,birth_date,college,first_season,last_season,seasons_played,teams
bucky-dilts,Bucky Dilts,P,1953-12-06,,1977,1979,3,DEN;IND
00-0006303,Bucky Greeley,C,1972-07-30,,1997,1998,2,CAR
00-0039361,Bucky Irving,RB,2002-08-19,Oregon,2024,2024,1,TB
bucky-pope,Bucky Pope,WR,1941-03-23,,1966,1968,3,GB;STL
00-0013671,Bucky Richardson,QB,1969-02-07,,1992,1994,3,TEN
bucky-scribner,Bucky Scribner,P,1960-07-11,,1983,1989,5,GB;MIN
bucky-white,Bucky White,CB,1962-11-24,,1987,1987,1,TEN
00-0039675,Bucky Williams,C,2000-03-20,Appalachian State,2024,2024,1,LAC
bud-abell,Bud Abell,LB,1940-12-21,,1966,1968,3,KC
bud-brown,Bud Brown,CB,1961-04-19,,1984,1988,5,MIA
00-0032146,Bud Dupree,LB,1993-02-12,Kentucky,2016,2024,9,ATL;LAC;PIT;TEN
bud-hebert,Bud Hebert,S,1956-10-12,,1980,1980,1,NYG
bud-marshall,Bud Marshall,DT,1941-09-12,,1965,1968,4,ATL;GB;TEN
bud-mcfadin,Bud McFadin,DT,1928-08-21,,1965,1965,1,TEN
bud-whitehead,Bud Whitehead,CB,1939-01-01,,1965,1968,4,LAC
00-0033890,Budda Baker,S,1996-01-10,Washington,2017,2024,8,ARI
buddy-aydelette,Buddy Aydelette,LT,1956-08-19,,1980,1987,2,GB;PIT
00-0003718,Buddy Crutchfield,CB,1976-03-07,,1998,1999,2,NYJ;WAS
buddy-curry,Buddy Curry,LB,1958-06-04,,1980,1987,8,ATL
buddy-dial,Buddy Dial,WR,1937-01-17,,1965,1966,2,DAL
buddy-hardaway,Buddy Hardaway,LT,1954-12-12,,1978,1978,1,LAC
buddy-hardeman,Buddy Hardeman,RB,1954-10-21,,1979,1980,2,WAS
00-0034449,Buddy Howell,RB,1996-03-27,Florida Atlantic,2018,2021,4,HOU;STL
buddy-humphrey,Buddy Humphrey,QB,1935-09-29,,1965,1966,2,ARI;TEN
00-0036870,Buddy Johnson,LB,1999-02-27,Texas A&amp;M,2021,2024,3,DAL;PIT
buddy-lee,Buddy Lee,QB,1948-01-31,,1971,1971,1,CHI
buddy-moor,Buddy Moor,EDGE,1958-12-01,,1987,1987,1,ATL
00-0008906,Buford Jordan,RB,1962-06-26,McNeese State,1986,1992,7,NO
00-0010849,Buford McGee,RB,1960-08-16,Mississippi,1984,1991,8,LAC;STL
00-0034602,Bunmi Rotimi,EDGE,1995-07-16,Old Dominion,2021,2021,1,WAS
burgess-owens,Burgess Owens,S,1951-08-02,,1973,1982,10,LV;NYJ
00-0004203,Burnell Dent,LB,1963-03-16,Tulane,1986,1993,8,GB;NYG
00-0009785,Burnie Legette,RB,1970-12-05,,1993,1994,2,NE
00-0006501,Burt Grossman,EDGE,1967-04-10,,1989,1994,6,LAC;PHI
burton-lawless,Burton Lawless,LG,1953-11-01,,1975,1981,7,DAL;DET;MIA
buster-barnett,Buster Barnett,TE,1958-11-24,,1981,1984,4,BUF
00-0025456,Buster Davis,LB,1983-10-20,,2007,2007,1,DET
buster-rhymes,Buster Rhymes,WR,1962-01-27,,1985,1986,2,MIN
00-0028075,Buster Skrine,CB,1989-04-26,Chattanooga,2011,2022,12,CHI;CLE;NYJ;TEN
butch-byrd,Butch Byrd,CB,1941-09-20,,1965,1971,7,BUF;DEN
butch-davis,Butch Davis,CB,1948-07-03,,1970,1970,1,CHI
butch-johnson,Butch Johnson,WR,1954-05-28,,1976,1985,10,DAL;DEN
butch-riley,Butch Riley,LB,1947-03-13,,1969,1969,1,IND
00-0013992,Butch Rolle,TE,1964-08-19,Michigan State,1986,1993,8,ARI;BUF
butch-wilson,Butch Wilson,TE,1941-09-18,,1965,1969,5,IND;NYG
butch-woolfolk,Butch Woolfolk,RB,1960-03-01,,1982,1988,7,DET;NYG;TEN
00-0002449,Butler By'Not'e,CB,1972-09-29,,1994,1995,2,CAR;DEN
buzz-highsmith,Buzz Highsmith,LG,1942-08-27,,1968,1972,3,DEN;TEN
buzz-nutter,Buzz Nutter,C,1931-02-16,,1965,1965,1,IND
buzz-sawyer,Buzz Sawyer,P,1962-11-18,,1987,1987,1,DAL
00-0028738,Byron Bell,LT,1989-01-17,New Mexico,2011,2018,8,CAR;DAL;GB;TEN
byron-braggs,Byron Braggs,DT,1959-10-10,,1981,1984,4,GB;TB
00-0002861,Byron Chamberlain,TE,1971-10-17,,1995,2003,9,DEN;MIN;WAS
00-0035278,Byron Cowart,DT,1996-05-20,Maryland,2019,2024,5,CHI;IND;NE
byron-darby,Byron Darby,DT,1960-06-04,,1983,1989,7,DET;IND;PHI
00-0004971,Byron Evans,LB,1964-02-23,Arizona,1987,1994,8,PHI
byron-franklin,Byron Franklin,WR,1958-09-04,,1981,1987,6,BUF;SEA
00-0019665,Byron Frisch,EDGE,1976-12-17,,2000,2002,3,DAL;NYG;TEN
00-0006803,Byron Hanspard,RB,1976-01-23,,1997,1999,3,ATL
byron-hunt,Byron Hunt,LB,1958-12-17,,1981,1988,8,NYG
byron-ingram,Byron Ingram,C,1964-11-17,,1987,1989,3,KC;TB
byron-johnson,Byron Johnson,CB,1962-10-21,,1987,1987,1,TEN
00-0032239,Byron Jones,CB,1992-09-26,Connecticut,2015,2022,8,DAL;MIA
byron-lee,Byron Lee,LB,1964-09-08,,1986,1987,2,PHI
00-0022177,Byron Leftwich,QB,1980-01-14,,2003,2012,9,ATL;JAX;PIT;TB
00-0032964,Byron Marshall,RB,1994-02-13,Oregon,2016,2018,3,PHI;WAS
00-0028111,Byron Maxwell,CB,1988-02-23,Clemson,2011,2017,6,MIA;PHI;SEA
byron-maxwell,Byron Maxwell,CB,,,2013,2013,1,SEA
00-0035236,Byron Murphy,CB,1998-01-18,Washington,2019,2024,6,ARI;MIN
00-0039309,Byron Murphy II,DT,2002-09-08,Texas,2024,2024,1,SEA
00-0034297,Byron Pringle,WR,1993-11-17,Kansas State,2019,2023,5,CHI;KC;WAS
byron-smith,Byron Smith,DT,1962-12-21,,1984,1985,2,IND
00-0028113,Byron Stingily,LT,1988-09-09,,2011,2015,5,PIT;TEN
00-0024625,Byron Storer,RB,1984-05-01,,2007,2008,2,TB
00-0019968,Byron Thweatt,LB,1977-03-21,,2001,2001,1,TEN
byron-walker,Byron Walker,WR,1960-07-28,,1982,1986,5,SEA
00-0025739,Byron Westbrook,CB,1984-12-26,,2009,2011,3,WAS
byron-williams,Byron Williams,WR,1960-10-31,,1983,1985,3,NYG
00-0038978,Byron Young,DT,2000-11-10,Alabama,2023,2024,2,LV;PHI
00-0039137,Byron Young,LB,1998-03-13,Tennessee,2023,2024,2,STL
00-0025626,C.J. Ah You,EDGE,1982-07-07,,2009,2011,3,STL
00-0029854,C.J. Anderson,RB,1991-02-10,California,2013,2018,6,DEN;STL
00-0037101,C.J. Avery,LB,,Louisville,2022,2022,1,CHI
00-0033936,C.J. Beathard,QB,1993-11-16,Iowa,2017,2024,8,JAX;SF
00-0033367,C.J. Board,WR,1993-12-12,Chattanooga,2019,2022,4,JAX;NYG;TEN
00-0037662,C.J. Brewer,DT,1997-11-22,Coastal Carolina,2024,2024,1,TB
00-0023007,C.J. Brooks,LG,1982-08-21,,2005,2005,1,MIA
00-0026705,C.J. Davis,LG,1987-02-02,,2010,2012,2,CAR;DEN
00-0031302,C.J. Fiedorowicz,TE,1991-10-22,Iowa,2014,2017,4,HOU
00-0035253,C.J. Gardner-Johnson,S,1997-12-20,Florida,2019,2024,6,DET;NO;PHI
00-0031357,C.J. Goodwin,CB,1990-02-04,"California, Pa.",2016,2024,9,ARI;ATL;DAL
00-0032918,C.J. Ham,RB,1993-07-22,"Augustana, S.D.",2016,2024,9,MIN
00-0039833,C.J. Hanson,LG,2001-03-03,Holy Cross,2024,2024,1,KC
00-0036281,C.J. Henderson,CB,1998-09-30,Florida,2020,2024,5,CAR;JAX;PIT
00-0021605,C.J. Jones,WR,1980-09-20,,2003,2003,1,CLE
00-0035327,C.J. Moore,S,1995-12-15,Mississippi,2019,2022,4,DET
00-0023624,C.J. Mosley,DT,1983-08-06,Missouri,2005,2014,10,CLE;DET;JAX;MIN;NYJ
00-0031296,C.J. Mosley,LB,1992-06-19,Alabama,2016,2024,9,BAL;NYJ
00-0032393,C.J. Prosise,RB,1994-05-20,Notre Dame,2016,2019,4,SEA
00-0034526,C.J. Reavis,CB,1995-11-27,Marshall,2018,2018,1,JAX
00-0013672,C.J. Richardson,CB,1972-06-10,,1995,1997,2,ARI;SEA
00-0036910,C.J. Saunders,WR,1996-09-15,Ohio State,2021,2021,1,CAR
00-0032856,C.J. Smith,CB,1993-05-10,North Dakota State,2016,2017,2,CLE;PHI
00-0027861,C.J. Spiller,RB,1987-08-05,Clemson,2010,2017,7,BUF;KC;NO
00-0039163,C.J. Stroud,QB,2001-10-03,Ohio State,2023,2024,2,HOU
00-0032134,C.J. Uzomah,TE,1993-01-14,Auburn,2015,2024,10,CIN;NYJ;PHI
00-0025613,C.J. Wilson,CB,1985-04-02,,2007,2010,4,CAR
00-0027822,C.J. Wilson,EDGE,1987-03-30,East Carolina,2010,2016,7,CHI;DET;GB;LV
00-0030141,C.J. Wilson,CB,1989-11-18,,2014,2014,1,TB
c-l-whittington,C.L. Whittington,CB,1952-08-01,,1974,1978,4,TEN
00-0036810,Cade Johnson,WR,1998-04-10,South Dakota State,2022,2022,1,SEA
00-0037297,Cade Mays,LG,1999-04-26,Tennessee,2022,2024,3,CAR
00-0011044,Cade McNown,QB,1977-01-12,,1999,2001,3,CHI;MIA
00-0038129,Cade Otton,TE,1999-04-15,Washington,2022,2024,3,TB
00-0039359,Cade Stover,TE,2000-06-12,Ohio State,2024,2024,1,HOU
00-0038097,Cade York,K,2001-01-27,Louisiana State,2022,2024,2,CIN;CLE
00-0036633,Caden Sterns,S,1999-11-02,Texas,2021,2023,3,DEN
00-0039863,Caedan Wallace,LT,2000-04-18,Penn State,2024,2024,1,NE
00-0039387,Caelen Carson,CB,2002-03-03,Wake Forest,2024,2024,1,DAL
caesar-rentie,Caesar Rentie,LT,1964-11-10,,1988,1988,1,CHI
00-0031203,Cairo Santos,K,1991-11-12,Tulane,2014,2024,10,CHI;KC;TB
00-0004346,Cal Dixon,C,1969-10-11,,1992,1996,5,MIA;NYJ
cal-peterson,Cal Peterson,LB,1952-10-16,,1974,1982,7,DAL;KC;LV;TB
cal-snowden,Cal Snowden,EDGE,1946-11-29,,1969,1973,5,ARI;BUF;LAC
cal-withrow,Cal Withrow,C,1945-07-04,,1970,1974,5,ARI;GB;LAC
00-0026190,Calais Campbell,EDGE,1986-09-01,Miami,2008,2024,17,ARI;ATL;BAL;JAX;MIA
00-0032779,Caleb Benenoch,LT,1994-08-08,UCLA,2016,2021,5,DET;NO;TB
00-0033962,Caleb Brantley,DT,1994-09-02,Florida,2017,2020,4,CLE;WAS
00-0026358,Caleb Campbell,LB,1986-06-19,,2010,2010,1,DET
00-0036615,Caleb Farley,CB,1998-11-02,Virginia Tech,2021,2024,4,CAR;TEN
00-0025970,Caleb Hanie,QB,1985-09-11,,2008,2012,5,CHI;DEN
00-0036829,Caleb Huntley,RB,1998-09-15,Ball State,2022,2022,1,ATL
00-0036704,Caleb Johnson,LB,1998-07-28,Houston Baptist,2021,2024,4,CHI;JAX
00-0037122,Caleb Jones,LT,1999-02-10,Indiana,2022,2023,2,GB
00-0033328,Caleb Kidder,EDGE,1994-02-04,Montana,2017,2017,1,NE
00-0028822,Caleb King,RB,1988-01-10,,2011,2011,1,MIN
00-0022854,Caleb Miller,LB,1980-09-03,,2005,2005,1,CIN
00-0038851,Caleb Murphy,LB,1999-12-15,Ferris State,2023,2023,1,TEN
00-0028117,Caleb Schlauderaff,C,1987-11-07,,2011,2013,3,NYJ
00-0030390,Caleb Sturgis,K,1989-08-09,Florida,2013,2017,5,MIA;PHI
00-0039918,Caleb Williams,QB,2001-11-18,Southern California,2024,2024,1,CHI
00-0035320,Caleb Wilson,TE,1996-07-15,UCLA,2019,2020,2,PHI;WAS
00-0039838,Calen Bullock,S,2003-04-30,Southern California,2024,2024,1,HOU
00-0039063,Calijah Kancey,EDGE,2001-03-01,Pittsburgh,2023,2024,2,TB
00-0034957,Calvin Anderson,LT,1996-03-25,Texas,2019,2024,6,DEN;NE;PIT
00-0023643,Calvin Armstrong,LT,1982-03-31,,2005,2005,1,PHI
00-0037837,Calvin Austin III,WR,1999-03-24,Memphis,2022,2024,3,PIT
00-0001676,Calvin Branch,CB,1974-05-08,,1997,2000,4,LV
calvin-clark,Calvin Clark,EDGE,1959-03-08,,1981,1981,1,WAS
00-0003269,Calvin Collins,LG,1974-01-05,,1997,2001,5,ATL;MIN
calvin-daniels,Calvin Daniels,LB,1958-12-26,,1982,1986,5,KC;WAS
calvin-demery,Calvin Demery,WR,1950-08-17,,1972,1972,1,MIN
calvin-favron,Calvin Favron,LB,1957-07-03,,1979,1982,4,ARI
calvin-hill,Calvin Hill,RB,1947-01-02,,1969,1981,12,CLE;DAL;WAS
calvin-hunt,Calvin Hunt,C,1947-12-31,,1970,1973,3,PHI;TEN
00-0008099,Calvin Jackson,CB,1972-10-28,,1995,1999,5,MIA
00-0025389,Calvin Johnson,WR,1985-09-29,Georgia Tech,2007,2015,9,DET
calvin-jones,Calvin Jones,CB,1951-01-26,,1973,1995,6,DEN;LV
calvin-loveall,Calvin Loveall,CB,1962-07-23,,1988,1988,1,ATL
calvin-magee,Calvin Magee,TE,1963-04-23,,1985,1988,4,TB
calvin-miller,Calvin Miller,DT,1953-08-31,,1979,1980,2,ATL;NYG
calvin-muhammad,Calvin Muhammad,WR,1958-12-10,,1982,1987,5,LAC;LV;WAS
00-0033716,Calvin Munson,LB,1994-12-27,San Diego State,2017,2023,6,MIA;NE;NYG
calvin-murray,Calvin Murray,RB,1958-10-18,,1981,1982,2,PHI
calvin-nicholas,Calvin Nicholas,WR,1964-06-11,,1988,1988,1,SF
calvin-nicholson,Calvin Nicholson,CB,1967-07-09,,1989,1991,2,NO
calvin-o-neal,Calvin O'Neal,LB,1954-10-06,,1978,1978,1,IND
00-0022120,Calvin Pace,EDGE,1980-10-28,Wake Forest,2003,2016,4,ARI;NYJ
00-0031343,Calvin Pryor,S,1992-07-02,Louisville,2016,2016,1,NYJ
00-0034837,Calvin Ridley,WR,1994-12-20,Alabama,2018,2024,7,ATL;JAX;TEN
00-0015632,Calvin Stephens,LG,1967-10-25,,1991,1992,2,NE
calvin-sweeney,Calvin Sweeney,WR,1955-01-12,,1980,1987,8,PIT
calvin-thomas,Calvin Thomas,RB,1960-01-07,,1982,1988,6,CHI;DEN
00-0035764,Calvin Throckmorton,LT,1996-08-16,Oregon,2021,2023,3,NO;TEN
00-0016464,Calvin Tiggle,LB,1968-11-10,,1991,1992,2,TB
calvin-turner,Calvin Turner,DT,1960-04-10,,1987,1987,1,TB
calvin-wallace,Calvin Wallace,EDGE,1965-04-17,,1987,1987,1,GB
00-0017741,Calvin Williams,WR,1967-03-03,,1990,1996,7,PHI
00-0036414,Cam Akers,RB,1999-06-22,Florida State,2020,2024,5,MIN;STL
00-0036045,Cam Gill,LB,1997-12-14,Wagner,2021,2024,4,CAR;TB
00-0039631,Cam Grandy,TE,1999-11-19,Illinois State,2024,2024,1,CIN
00-0039369,Cam Hart,CB,2000-12-05,Notre Dame,2024,2024,1,LAC
cam-jacobs,Cam Jacobs,LB,1962-03-10,,1987,1987,1,TB
00-0029310,Cam Johnson,LB,1990-05-24,Virginia,2012,2016,2,CLE;SF
00-0038513,Cam Jones,LB,1999-10-21,Indiana,2023,2024,2,KC
00-0038112,Cam Jurgens,LG,1999-08-21,Nebraska,2022,2024,3,PHI
00-0035357,Cam Lewis,CB,1997-04-13,Buffalo,2020,2024,5,BUF
00-0039409,Cam Little,K,2003-08-17,Arkansas,2024,2024,1,JAX
00-0027939,Cam Newton,QB,1989-05-11,Auburn,2011,2021,11,CAR;NE
00-0033889,Cam Robinson,LT,1995-10-09,Alabama,2017,2024,8,JAX;MIN
00-0034104,Cam Sims,WR,1996-01-06,Alabama,2018,2024,6,CAR;WAS
00-0039133,Cam Smith,CB,2000-12-21,South Carolina,2023,2024,2,MIA
00-0037753,Cam Taylor-Britt,CB,1999-10-15,Nebraska,2022,2024,3,CIN
00-0027745,Cam Thomas,DT,1986-12-12,North Carolina,2010,2016,7,LAC;PIT;STL
00-0031599,Cameron Artis-Payne,RB,1990-06-23,Auburn,2015,2018,4,CAR
00-0034652,Cameron Batson,WR,1995-12-20,Texas Tech,2018,2021,4,TEN
00-0028401,Cameron Bradfield,LT,1987-09-14,,2011,2013,3,JAX
00-0031273,Cameron Brate,TE,1991-07-03,Harvard,2014,2022,8,TB
00-0036400,Cameron Brown,LB,1998-04-01,Penn State,2020,2024,5,MIA;NYG
00-0036263,Cameron Clark,LT,1997-11-16,North Carolina-Charlotte,2020,2021,2,NYJ
00-0003103,Cameron Cleeland,TE,1975-08-15,,1998,2004,7,NE;NO;STL
00-0029101,Cameron Collins,LB,1989-09-29,,2012,2012,1,HOU
00-0036330,Cameron Dantzler,CB,1998-09-03,Mississippi State,2020,2022,3,MIN
00-0037224,Cameron Dicker,K,2000-05-06,Texas,2022,2024,3,LAC
00-0032145,Cameron Erving,LT,1992-08-23,Florida State,2015,2023,8,CAR;CLE;DAL;KC;NO
cameron-erving,Cameron Erving,LG,,,2018,2018,1,KC
00-0031067,Cameron Fleming,LT,1992-09-03,Stanford,2014,2023,10,DAL;DEN;NE;NYG
00-0031472,Cameron Fuller,S,1991-01-24,,2014,2014,1,SF
00-0037315,Cameron Goode,LB,1998-04-15,California,2023,2024,2,MIA
00-0027969,Cameron Heyward,EDGE,1989-05-06,Ohio State,2011,2024,14,PIT
00-0033667,Cameron Hunt,LG,1994-12-17,Oregon,2018,2019,2,LV
00-0033729,Cameron Johnston,P,1992-02-24,Ohio State,2018,2024,7,HOU;PHI;PIT
00-0027962,Cameron Jordan,EDGE,1989-07-10,California,2011,2024,14,NO
00-0038564,Cameron Latu,TE,2000-02-24,Alabama,2024,2024,1,PHI
00-0030198,Cameron Lawrence,LB,1991-01-20,,2013,2013,1,DAL
00-0033502,Cameron Lee,LG,1993-12-28,Illinois State,2017,2017,1,CHI
00-0031815,Cameron Lynch,LB,1993-08-04,Syracuse,2016,2018,3,STL;TB
00-0033403,Cameron Malveaux,EDGE,1994-08-22,Houston,2017,2022,4,ARI;MIA;PHI
00-0029977,Cameron Marshall,RB,,,2016,2016,1,JAX
00-0036644,Cameron McGrone,LB,2000-06-22,Michigan,2021,2024,4,IND;NE
00-0031912,Cameron Meredith,WR,1992-09-21,Illinois State,2015,2018,4,CHI;NO
00-0038585,Cameron Mitchell,CB,2001-09-08,Northwestern,2023,2024,2,CLE
00-0026963,Cameron Morrah,TE,1987-03-18,,2009,2011,3,SEA
cameron-riley,Cameron Riley,CB,1964-05-13,,1987,1987,1,PIT
00-0036850,Cameron Sample,EDGE,1999-09-20,Tulane,2021,2024,4,CIN
00-0034986,Cameron Smith,LB,1997-03-26,Southern California,2019,2021,3,MIN
00-0015471,Cameron Spikes,LG,1976-11-06,,2000,2004,5,ARI;HOU;STL
00-0025543,Cameron Stephenson,LG,1983-06-18,,2008,2008,1,JAX
00-0033930,Cameron Sutton,CB,1995-02-27,Tennessee,2017,2024,8,DET;PIT
00-0037815,Cameron Thomas,LB,2000-07-01,San Diego State,2022,2024,3,ARI;CLE
00-0033505,Cameron Tom,C,1995-06-21,Southern Mississippi,2017,2023,5,LAC;NO
00-0023368,Cameron Wake,EDGE,1982-01-30,Penn State,2012,2019,8,MIA;TEN
00-0038572,Cameron Young,DT,2000-06-08,Mississippi State,2023,2024,2,SEA
00-0039955,Camron Peterson,DT,1999-09-13,Southern U.,2024,2024,1,NO
00-0036629,Camryn Bynum,S,1998-07-19,California,2021,2024,4,MIN
00-0032537,Canaan Severin,WR,1993-03-16,Virginia,2016,2016,1,PIT
cannonball-butler,Cannonball Butler,RB,1943-05-04,,1965,1972,8,ARI;ATL;PIT
00-0003794,Canute Curtis,LB,1974-08-04,,1997,2001,5,CIN
00-0001522,Cap Boso,TE,1962-09-10,Illinois; Joliet Junior College,1986,1991,6,ARI;CHI
00-0031982,Cap Capi,EDGE,1992-07-11,Akron,2016,2017,2,ATL;BUF
00-0026944,Captain Munnerlyn,CB,1988-04-10,South Carolina,2009,2018,10,CAR;MIN
00-0031071,Caraun Reid,DT,1991-11-23,Princeton,2014,2020,7,ARI;DAL;DET;IND;JAX;LAC
00-0033098,Cardale Jones,QB,1992-09-29,Ohio State,2016,2017,2,BUF;LAC
carel-stith,Carel Stith,DT,1945-05-24,,1967,1969,3,TEN
00-0001074,Carey Bender,RB,1972-01-28,,1996,1996,1,BUF
00-0022434,Carey Davis,RB,1981-03-27,,2004,2009,4,IND;PIT
00-0020518,Carey Scott,CB,1978-08-11,,2001,2003,3,LV;MIN
00-0031700,Cariel Brooks,CB,,,2016,2016,1,ARI
carl-aikens,Carl Aikens,WR,1962-06-05,,1987,1987,1,LV
carl-allen,Carl Allen,CB,1955-12-21,,1977,1982,6,ARI
00-0000698,Carl Banks,LB,1962-08-29,Michigan State,1984,1995,12,CLE;NYG;WAS
carl-barisich,Carl Barisich,DT,1951-07-12,,1973,1981,9,CLE;MIA;NYG;SEA
carl-barzilauskas,Carl Barzilauskas,DT,1951-03-19,,1974,1979,6,GB;NYJ
carl-bax,Carl Bax,LG,1966-01-05,,1989,1990,2,TB
carl-birdsong,Carl Birdsong,P,1959-01-01,,1981,1985,5,ARI
carl-bland,Carl Bland,WR,1961-08-17,,1984,1990,7,DET;GB
00-0031058,Carl Bradford,LB,1992-08-15,Arizona State,2016,2016,1,SF
carl-brazley,Carl Brazley,CB,1957-09-05,,1987,1987,1,LAC
carl-byrum,Carl Byrum,RB,1963-06-29,,1986,1988,3,BUF
carl-capria,Carl Capria,CB,1952-06-08,,1974,1975,2,DET;NYJ
carl-carr,Carl Carr,LB,1964-03-26,,1987,1987,1,DET
00-0002718,Carl Carter,CB,1964-03-07,Texas Tech,1986,1992,7,ARI;CIN;GB;TB
carl-crennel,Carl Crennel,LB,1948-09-14,,1970,1970,1,PIT
carl-cunningham,Carl Cunningham,LB,1944-07-23,,1967,1971,5,DEN;NO
00-0031938,Carl Davis,DT,1992-03-02,Iowa,2015,2024,9,BAL;CLE;JAX;NE;WAS
carl-ekern,Carl Ekern,LB,1954-05-27,,1976,1988,12,STL
carl-eller,Carl Eller,EDGE,1942-02-25,,1965,1979,15,MIN;SEA
00-0020224,Carl Fair,RB,1977-06-08,,2001,2001,1,CLE
00-0021968,Carl Ford,WR,1980-10-08,,2005,2005,1,CHI
carl-garrett,Carl Garrett,RB,1947-08-31,,1969,1977,9,CHI;LV;NE;NYJ
carl-gersbach,Carl Gersbach,LB,1947-01-08,,1970,1976,7,ARI;CHI;LAC;MIN;PHI
00-0035402,Carl Granderson,EDGE,1996-12-18,Wyoming,2019,2024,6,NO
00-0006388,Carl Greenwood,CB,1972-03-11,,1995,1996,2,NYJ
carl-hairston,Carl Hairston,EDGE,1952-12-15,,1976,1990,15,ARI;CLE;PHI
carl-hansen,Carl Hansen,DT,1975-01-25,,1998,1998,1,NYJ
00-0007039,Carl Harry,WR,1967-10-26,,1989,1992,2,WAS
carl-hilton,Carl Hilton,TE,1964-02-28,,1986,1989,4,MIN
carl-howard,Carl Howard,CB,1961-09-20,,1984,1990,7,DAL;NYJ
carl-johnson,Carl Johnson,LG,1949-12-26,,1972,1973,2,NO
carl-kammerer,Carl Kammerer,EDGE,1937-03-20,,1965,1969,5,WAS
carl-keever,Carl Keever,LB,1961-08-17,,1987,1987,1,SF
00-0009202,Carl Kidd,CB,1973-06-14,,1995,1996,2,LV
00-0033463,Carl Lawson,EDGE,1995-06-29,Auburn,2017,2024,8,CIN;DAL;NYJ
00-0009744,Carl Lee,CB,1961-02-06,Marshall,1983,1994,12,MIN;NO
carl-lockhart,Carl Lockhart,S,1943-04-06,,1965,1975,11,NYG
carl-mauck,Carl Mauck,C,1947-07-07,,1969,1981,13,IND;LAC;MIA;TEN
carl-mcadams,Carl McAdams,DT,1944-04-26,,1967,1969,3,NYJ
carl-mcgee,Carl McGee,LB,1956-07-15,,1980,1980,1,LAC
carl-monroe,Carl Monroe,RB,1960-02-20,,1983,1987,5,SF
00-0033129,Carl Nassib,EDGE,1993-04-12,Penn State,2016,2022,7,CLE;LV;TB
00-0026304,Carl Nicks,LG,1985-05-14,,2008,2013,6,NO;TB
carl-painter,Carl Painter,RB,1964-05-10,,1988,1989,2,DET
carl-parker,Carl Parker,WR,1965-02-05,,1988,1989,2,CIN
00-0012953,Carl Pickens,WR,1970-03-23,,1992,2000,9,CIN;TEN
00-0013162,Carl Powell,EDGE,1974-01-04,,1997,2005,6,CHI;CIN;IND;WAS
00-0013544,Carl Reeves,EDGE,1971-12-17,,1995,1998,4,CHI
carl-roaches,Carl Roaches,WR,1953-10-02,,1980,1985,6,NO;TEN
carl-russ,Carl Russ,LB,1953-02-16,,1975,1977,3,ATL;NYJ
carl-schaukowitch,Carl Schaukowitch,LG,1951-02-14,,1975,1975,1,DEN
carl-silvestri,Carl Silvestri,CB,1943-03-27,,1965,1966,2,ARI;ATL
00-0014942,Carl Simpson,DT,1970-04-18,,1993,1998,6,ARI;CHI
carl-sullivan,Carl Sullivan,EDGE,1962-04-30,,1987,1987,1,GB
carl-summerell,Carl Summerell,QB,1951-12-06,,1974,1975,2,NYG
carl-wafer,Carl Wafer,EDGE,1951-01-17,,1974,1974,1,NYG
carl-ward,Carl Ward,CB,1944-07-26,,1967,1969,3,CLE;NO
carl-weathers,Carl Weathers,LB,1948-01-14,,1970,1971,2,LV
carl-woods,Carl Woods,RB,1964-10-22,,1987,1987,1,NE
00-0018472,Carl Zander,LB,1963-04-12,Tennessee,1985,1991,7,CIN
00-0003715,Carlester Crumpler,TE,1971-09-05,,1994,1999,6,MIN;SEA
carleton-oats,Carleton Oats,DT,1942-04-24,,1965,1973,9,GB;LV
00-0037644,Carlins Platel,CB,1999-08-15,South Carolina,2022,2022,1,PIT
00-0036553,Carlos Basham,EDGE,1997-12-16,Wake Forest,2021,2024,4,BUF;NYG
carlos-bell,Carlos Bell,TE,1947-09-21,,1971,1971,1,NO
carlos-bradley,Carlos Bradley,LB,1960-04-27,,1981,1987,6,LAC;PHI
00-0001830,Carlos Brooks,CB,1971-05-08,,1995,1995,1,ARI
carlos-brown,Carlos Brown,QB,1952-07-31,,1975,1976,2,GB
carlos-carson,Carlos Carson,WR,1958-12-28,,1980,1989,10,KC;PHI
00-0036352,Carlos Davis,DT,1996-08-22,Nebraska,2020,2021,2,PIT
00-0027662,Carlos Dunlap,EDGE,1989-02-28,Florida,2010,2022,13,CIN;KC;SEA
00-0004901,Carlos Emmons,LB,1973-09-03,,1996,2001,6,PHI;PIT
00-0004956,Carlos Etheredge,TE,1970-08-10,,1993,1993,1,IND
00-0031161,Carlos Fields,LB,1990-10-03,Winston-Salem State,2015,2016,2,LAC;WAS
00-0022861,Carlos Francis,WR,1981-01-03,,2004,2005,2,LV
00-0021342,Carlos Hall,EDGE,1979-01-16,,2002,2005,4,KC;TEN
carlos-henderson,Carlos Henderson,CB,1958-05-11,,1987,1987,1,GB
00-0033919,Carlos Henderson,WR,1994-12-19,Louisiana Tech,2017,2017,1,DEN
00-0007863,Carlos Huerta,K,1969-06-29,,1996,1996,1,STL
00-0031045,Carlos Hyde,RB,1990-09-20,Ohio State,2014,2021,8,HOU;JAX;SEA;SF
00-0008337,Carlos Jenkins,LB,1968-07-12,,1991,1996,6,MIN;STL
00-0009247,Carlos King,RB,1973-11-25,,1998,1998,1,PIT
